Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Viewer,Native,1.61,23,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,1168,267,1253,557,Protesting
Viewer,N.I,1.71,24,M,Face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,276,471,375,674,Protesting
Viewer,N.I,1.68,25,M,Face shield|face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,303,388,392,588,Protesting
Viewer,Native,1.69,32,M,Face shield|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,405,388,483,626,Protesting
Viewer,Native,1.71,33,M,Face shield|face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,489,366,568,548,Protesting
Viewer,N.I,1.66,29,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,431,512,593,704,Protesting
Viewer,N.I,1.74,26,M,Face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,659,393,752,621,Protesting
Viewer,N.I,1.70,29,F,Face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,807,388,910,635,Protesting
Viewer,N.I,1.71,31,M,Face shield|face mask,Sweater,Joggers,N.I,None,No,No,Images,Moving,779,356,836,569,Protesting
Viewer,Native,1.68,33,M,Face shield|face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,910,375,985,622,Protesting
Viewer,Native,1.66,23,M,Face shield|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,963,287,1028,440,Protesting
Viewer,N.I,1.73,19,M,Face shield|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,1052,325,1114,539,Protesting
Viewer,N.I,1.68,21,F,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,1091,295,1148,534,Protesting
Viewer,White,1.72,25,M,Face shield|face mask,Sweater,Shorts,Sneakers,None,No,No,None,Standing,546,101,771,651,Protesting
Victim,Native,1.71,22,M,Cap,Sweater|backpack,Jeans,Sneakers,None,No,No,None,Crouched,820,122,955,628,Protesting
Viewer,Native,1.68,19,F,Face shield|face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Standing,637,179,1006,692,Protesting
Viewer,Black,1.74,23,M,Cap|face mask,T-shirt|backpack,Joggers,Sneakers,None,No,No,None,Standing,122,223,189,539,Protesting
Viewer,White,1.72,24,M,Face mask,T-shirts,N.I,N.I,None,No,No,None,Standing,198,203,472,695,Protesting
Viewer,White,1.71,26,M,Face mask,Coat,N.I,N.I,None,No,No,None,Standing,523,215,657,625,Protesting
Viewer,White,1.74,29,M,Helmet|face mask,Shirt,N.I,N.I,None,No,No,None,Standing,615,45,1007,683,Protesting
Viewer,Native,1.68,31,M,Helmet|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,903,275,994,499,Protesting
Viewer,Native,1.73,26,M,Helmet|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,987,269,1037,413,Protesting
Viewer,Native,1.75,28,M,Helmet|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,1176,256,1232,417,Protesting
Viewer,White,1.70,26,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,42,204,101,397,Talking
Aggressor,Native,1.73,26,M,Cap,T-shirt,Pants,Boots,None,No,No,None,Standing,152,144,328,712,Talking
Aggressor,Native,1.75,38,M,None,T-shirt,Pants,Boots,None,No,No,None,Standing,22,33,405,694,Screaming
Victim,White,1.76,33,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,308,323,390,697,Screaming
Viewer,Native,1.73,26,M,Face mask,Sweater,Pants,N.I,None,No,No,None,Moving,16,275,58,412,Protesting
Viewer,Native,1.65,27,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,62,275,168,491,Protesting
Viewer,Native,1.66,33,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,429,230,501,457,Protesting
Viewer,Native,1.70,32,M,Face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,501,218,544,443,Protesting
Viewer,Native,1.74,26,M,Face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,537,228,645,448,Protesting
Viewer,Native,1.70,23,M,Cap|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,553,192,600,326,Protesting
Viewer,Black,1.68,19,M,Cap|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,655,222,706,438,Protesting
Viewer,Black,1.68,18,M,Cap|face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,701,235,810,554,Protesting
Viewer,Native,1.66,27,M,Cap|face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,784,258,919,591,Protesting
Viewer,Native,1.73,25,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,887,221,1002,578,Protesting
Viewer,White,1.68,25,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,742,193,784,408,Protesting
Viewer,Native,1.70,23,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,785,197,874,512,Protesting
Viewer,Black,1.66,25,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,850,205,909,471,Protesting
Viewer,Native,1.81,28,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,1157,222,1248,623,Protesting
Law Officer,N.I,1.83,39,M,Helmet,Jacket|shirt,Pants,N.I,None,No,Gun,None,Standing,168,212,283,693,Shooting
Law Officer,N.I,1.79,41,M,Helmet,Jacket|shirt,Pants,N.I,None,No,Gun,None,Standing,258,280,372,709,Shooting
Law Officer,N.I,1.76,36,M,Helmet,Jacket|shirt,Pants,N.I,None,No,Gun,None,Standing,345,260,587,705,Shooting
Law Officer,N.I,1.77,45,M,Helmet,Jacket|shirt,Pants,N.I,None,No,Gun,None,Standing,815,248,1037,688,Shooting
Law Officer,N.I,1.73,40,M,Helmet,Shirt,Pants,Boots,None,No,No,None,Standing,31,304,100,519,Talking
Law Officer,N.I,1.75,36,M,Helmet,Shirt,Pants,Boots,None,No,No,None,Standing,205,282,309,536,Talking
Law Officer,N.I,1.70,35,M,Helmet,Shirt,Pants,Boots,None,No,No,None,Standing,327,222,442,562,Talking
Victim,Native,1.65,42,M,None,None,Pants,Sneakers,None,Yes,No,None,Standing,744,28,892,632,Idle
Viewer,Black,1.73,36,M,Cap,Sweater,Jeans,Sneakers,None,No,No,None,Standing,914,80,1027,435,Idle
Viewer,Black,1.68,39,M,Helmet,T-shirt|backpack,Jeans,Sneakers,None,No,No,None,Standing,1054,27,1183,444,Idle
Law Officer,Native,1.75,33,M,Face mask,Shirt,N.I,N.I,None,No,No,None,Crouched,237,139,476,477,Guarding
Victim,Native,1.62,56,F,Face mask,Sweater,N.I,N.I,None,Yes,No,None,Crouched,528,209,732,657,Idle
Law Officer,Black,1.78,42,M,Helmet|face mask,Shirt,N.I,N.I,None,No,No,None,Standing,658,77,802,547,Guarding
Viewer,White,1.79,29,M,Face shield|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,810,13,1081,641,Idle
Law Officer,N.I,1.79,33,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,235,169,320,665,Shooting
Law Officer,Native,1.76,35,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,311,197,468,720,Shooting
Law Officer,N.I,1.78,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,454,158,606,706,Shooting
Law Officer,N.I,1.75,38,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,741,149,981,714,Shooting
Viewer,Asian,1.75,27,M,Glasses|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,433,67,641,709,Talking
Victim,Native,1.71,38,M,Cap|face mask,Sweater,Shorts,Sneakers,None,Yes,No,None,Moving,626,78,809,680,Idle
Viewer,White,1.70,23,M,Glasses ,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,816,96,1019,713,Talking
Viewer,Native,1.71,28,M,Face shield ,N.I,Jeans,N.I,None,No,No,Text,Standing,452,205,961,696,Protesting
Viewer,Native,1.63,26,M,Helmet|face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,285,448,389,713,Protesting
Viewer,White,1.72,29,M,Glasses,T-shirt,Jeans,N.I,None,No,No,None,Standing,344,69,658,714,Protesting
Viewer,Native,1.68,43,F,Face mask,N.I,N.I,N.I,None,No,No,Text,Standing,79,430,224,571,Protesting
Viewer,Native,1.69,33,F,Face mask,N.I,N.I,N.I,None,No,No,Text,Standing,53,552,224,696,Protesting
Viewer,Native,1.66,26,F,Face shield|face mask,N.I,N.I,N.I,None,No,No,Text,Standing,207,571,322,720,Protesting
Viewer,Native,1.68,35,M,Face mask,N.I,N.I,N.I,None,No,No,Text,Standing,102,273,202,453,Protesting
Victim,Black,1.73,27,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,344,65,540,669,Talking
Aggressor,White,1.74,46,M,None,T-shirt,N.I,N.I,None,No,No,None,Standing,631,187,806,621,Talking
Victim,Black,1.78,34,M,Cap,T-shirt,N.I,N.I,None,No,No,None,Standing,544,1,1219,696,Talking
Aggressor,White,1.69,53,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,661,269,780,487,Talking
Aggressor,White,1.73,64,M,None,Shirt,N.I,N.I,None,No,No,None,Standing,744,253,916,575,Talking
Viewer,White,1.72,26,F,None,Blouse,Shorts,Shoes,None,No,No,None,Moving,307,107,379,318,Walking
Aggressor,Native,1.66,30,M,None,Shirt,Jeans,N.I,None,No,Other,None,Moving,356,116,415,288,Fighting
Aggressor,Native,1.69,31,M,Cap,Sweater,Jeans,N.I,None,No,Other,None,Moving,434,112,516,283,Fighting
Aggressor,Native,1.68,35,M,Cap,Sweater,Pants,Sneakers,None,No,Other,None,Moving,171,59,271,313,Fighting
Viewer,White,1.68,19,F,None,Blouse,Shorts,N.I,None,No,No,None,Moving,246,69,415,351,Walking
Viewer,White,1.73,22,F,None,Blouse,Shorts,N.I,None,No,No,None,Moving,356,29,463,348,Walking
Viewer,Native,1.70,31,M,Cap,Sweater,N.I,N.I,None,No,No,None,Moving,368,146,553,353,Walking
Victim,Native,1.67,26,F,None,Sweater,Shorts,Shoes,None,No,No,None,Crouched,66,206,132,343,Screaming
Viewer,N.I,1.72,27,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,245,125,330,294,Walking
Victim,Native,1.70,33,M,None,Coat,N.I,N.I,None,No,No,None,Standing,246,49,397,345,Talking
Aggressor,Native,1.70,42,M,None,Jacket,N.I,N.I,None,No,No,None,Standing,359,51,561,351,Fighting
Victim,White,1.72,25,F,None,Blouse,Shorts,N.I,None,No,No,None,Moving,165,44,274,346,Fighting
Victim,White,1.73,22,F,None,Blouse,Shorts,N.I,None,No,No,None,Moving,290,53,447,352,Fighting
Aggressor,Native,1.68,36,F,None,Coat,Pants,N.I,None,No,Other,None,Moving,464,46,577,355,Fighting
Viewer,Native,1.71,42,M,None,Jacket|shirt,Pants,N.I,None,No,No,None,Standing,524,35,629,349,Talking
Viewer,Native,1.78,45,M,None,Coat,N.I,N.I,None,No,No,None,Standing,58,3,271,343,Talking
Viewer,Native,1.70,33,M,Cap,Coat,Joggers,Sneakers,None,No,No,None,Moving,292,17,390,345,Walking
Viewer,Native,1.69,26,M,Beanie ,Coat,N.I,N.I,None,No,No,None,Moving,355,35,439,333,Walking
Viewer,Native,1.66,37,F,None,Coat,Pants,N.I,None,No,No,None,Moving,412,55,492,332,Walking
Victim,White,1.70,23,F,None,Sweater,Skirt,N.I,None,No,No,None,Standing,49,107,260,350,Talking
Victim,White,1.72,26,F,None,Sweater,Skirt,N.I,None,No,No,None,Standing,182,47,311,333,Talking
Victim,White,1.68,18,F,None,Sweater,Skirt,N.I,None,No,No,None,Standing,304,62,429,348,Talking
Victim,White,1.66,19,F,None,Sweater,N.I,N.I,None,No,No,None,Standing,387,109,597,344,Talking
Aggressor,White,1.73,26,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,426,75,654,704,Talking
Aggressor,Native,1.70,23,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,571,192,728,695,Talking
Aggressor,White,1.70,19,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,772,186,855,557,Talking
Aggressor,Native,1.66,23,F,None,Sweater,Joggers,N.I,None,No,No,None,Standing,424,236,566,680,Talking
Aggressor,White,1.75,27,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,566,147,772,693,Talking
Aggressor,White,1.74,24,F,None,Blouse,Pants,N.I,None,No,No,None,Standing,702,157,846,657,Talking
Viewer,Native,1.74,26,F,None,Blouse,Pants,N.I,None,No,No,None,Standing,554,174,716,673,Talking
Aggressor,White,1.71,23,F,Glasses,Sweater,Joggers,N.I,None,No,No,None,Standing,696,205,881,688,Talking
Viewer,White,1.69,29,F,None,Blouse,Pants,Sneakers,Tattoos,No,No,None,Moving,589,197,768,706,Talking
Viewer,Native,1.73,33,M,None,T-shirt,N.I,Sneakers,None,No,No,None,Moving,741,161,823,596,Talking
Viewer,Native,1.72,30,F,None,Jacket,N.I,N.I,None,No,No,None,Standing,98,121,285,549,Talking
Viewer,Native,1.70,27,F,None,Jacket,N.I,N.I,None,No,No,None,Standing,241,170,422,544,Talking
Viewer,White,1.59,28,F,None,Blouse,N.I,N.I,Tattoos,No,No,None,Standing,402,244,559,590,Talking
Viewer,White,1.70,27,F,None,Blouse,Skirt,N.I,None,No,No,None,Standing,601,135,775,625,Talking
Viewer,White,1.71,25,F,None,Blouse,Skirt,N.I,Piercings,No,No,None,Standing,748,101,939,619,Talking
Viewer,White,1.69,26,F,None,Blouse,Skirt,N.I,Piercings,No,No,None,Standing,988,105,1192,651,Talking
Aggressor,Black,1.68,38,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,106,175,446,710,Screaming
Aggressor,White,1.68,37,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,783,131,1246,717,Screaming
Victim,White,1.67,34,F,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,380,269,576,701,Talking
Viewer,White,1.68,39,F,None,T-shirt,Jeans,Sneakers,None,No,No,None,Standing,535,179,663,574,Talking
Viewer,White,1.68,32,F,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,681,218,785,526,Talking
Viewer,White,1.73,29,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,846,147,928,477,Talking
Viewer,White,1.74,32,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,933,149,1024,569,Talking
Viewer,White,1.70,34,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,1016,175,1141,628,Talking
Viewer,White,1.71,28,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,1105,148,1267,696,Talking
Aggressor,White,1.73,30,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,32,99,253,639,Screaming
Viewer,White,1.70,35,F,None,T-shirt,N.I,N.I,None,No,No,None,Standing,219,253,365,554,Talking
Viewer,White,1.71,32,M,None,Shirt,N.I,N.I,None,No,No,None,Standing,532,136,858,691,Talking
Aggressor,White,1.67,36,M,Helmet,T-shirt,N.I,N.I,None,No,No,None,Standing,836,139,1146,671,Talking
Viewer,White,1.68,30,M,Face mask,Sweater,N.I,N.I,None,No,No,Images and Text,Standing,552,125,750,706,Protesting
Viewer,White,1.73,27,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Standing,739,462,859,705,Protesting
Viewer,Native,1.74,28,M,Glasses|face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Standing,918,444,980,640,Protesting
Viewer,Native,1.70,27,F,Face mask,Sweater|backpack,N.I,N.I,None,No,No,Text,Standing,1013,223,1271,708,Protesting
Viewer,Native,1.73,24,M,Cap|face mask,Sports T-shirt,Joggers,Sneakers,None,No,No,Text,Standing,13,112,187,699,Protesting
Viewer,Native,1.67,28,F,Cap|face mask,Sports T-shirt,N.I,N.I,None,No,No,Text,Standing,380,179,519,566,Protesting
Viewer,Native,1.68,36,M,Hat,Shirt,N.I,N.I,None,No,No,Text,Standing,587,88,674,475,Protesting
Viewer,Native,1.67,45,M,Face mask,Shirt,N.I,N.I,None,No,No,Text,Standing,691,136,757,486,Protesting
Viewer,Native,1.66,46,M,Face mask,Shirt,N.I,N.I,None,No,No,Text,Standing,754,119,822,426,Protesting
Viewer,White,1.68,50,M,Face mask,Shirt,N.I,N.I,None,No,No,Text,Standing,926,134,1002,439,Protesting
Viewer,White,1.70,21,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Standing,1044,114,1096,435,Protesting
Viewer,White,1.70,26,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Standing,1116,105,1184,348,Protesting
Viewer,White,1.73,29,F,Face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Standing,1207,143,1275,582,Protesting
Viewer,White,1.72,24,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Standing,42,66,331,565,Protesting
Viewer,Native,1.72,26,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,372,78,671,636,Protesting
Viewer,Native,1.70,21,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,774,61,1145,618,Protesting
Viewer,White,1.59,25,F,Glasses|face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,20,182,139,605,Protesting
Viewer,White,1.68,19,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,135,167,237,505,Protesting
Viewer,White,1.65,20,F,Face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,209,186,327,551,Protesting
Viewer,White,1.70,26,F,Face shield|face mask,Coat,Jeans,Sneakers,None,No,No,None,Moving,328,158,466,596,Protesting
Viewer,Native,1.73,28,F,Face mask,Coat,Joggers,Sneakers,None,No,No,Text,Moving,416,87,533,566,Protesting
Viewer,Native,1.65,25,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,563,158,658,580,Protesting
Viewer,White,1.70,26,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,632,169,816,700,Protesting
Viewer,Native,1.75,30,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,815,143,979,599,Protesting
Viewer,White,1.72,19,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,937,171,1032,534,Protesting
Viewer,White,1.67,18,F,Face mask,Sweater,Pants,Sneakers,None,No,No,Text,Moving,1022,209,1106,566,Protesting
Viewer,Native,1.69,23,M,Face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,1145,130,1275,653,Protesting
Viewer,Native,1.70,30,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,153,291,320,647,Protesting
Viewer,White,1.63,29,F,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,305,367,527,700,Protesting
Viewer,Native,1.71,22,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,431,282,603,686,Protesting
Viewer,Native,1.72,18,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Moving,576,280,701,641,Protesting
Viewer,White,1.72,23,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,580,214,701,549,Protesting
Viewer,Native,1.68,21,F,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,665,341,876,697,Protesting
Viewer,Native,1.75,27,M,Face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,803,173,923,528,Protesting
Viewer,Native,1.71,28,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Moving,849,122,940,454,Protesting
Viewer,Native,1.75,30,M,Helmet|face mask,Sweater,N.I,N.I,None,No,No,None,Moving,915,193,1131,686,Protesting
Viewer,Native,1.74,25,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,1129,92,1279,587,Protesting
Viewer,Native,1.71,25,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Seated,1,267,61,525,Idle
Viewer,Native,1.73,18,F,Face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Seated,76,288,196,630,Idle
Viewer,Native,1.70,19,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Seated,228,239,375,557,Idle
Viewer,Native,1.71,20,F,Face mask,Sweater,N.I,N.I,None,No,No,None,Seated,211,380,407,658,Idle
Viewer,Native,1.67,20,F,Face mask,T-shirt,N.I,N.I,None,No,No,None,Seated,372,278,545,665,Idle
Viewer,Native,1.68,37,F,Face mask,Coat,Jeans,N.I,None,No,No,None,Seated,576,317,714,632,Idle
Viewer,Native,1.73,35,F,Face mask,Coat,Jeans,N.I,None,No,No,None,Seated,697,308,805,618,Idle
Viewer,White,1.74,40,F,Face mask,Coat,Pants,N.I,None,No,No,None,Seated,589,212,687,448,Idle
Viewer,White,1.70,29,M,Face mask,Sweater,Jeans,N.I,None,No,No,None,Crouched,787,197,1091,635,Carrying
Viewer,Black,1.73,23,M,Cap|face mask,Sweater,Joggers,N.I,None,No,No,None,Standing,874,38,1092,436,Protesting
Viewer,Black,1.70,28,M,Cap|face mask,Sweater,Jeans,N.I,None,No,No,None,Standing,670,21,791,273,Protesting
Viewer,Native,1.72,30,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,333,79,650,660,Protesting
Viewer,Black,1.68,22,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Standing,535,175,659,452,Protesting
Viewer,Black,1.70,29,M,Cap|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,648,113,816,560,Protesting
Viewer,Native,1.75,23,F,Face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,663,64,1180,666,Protesting
Viewer,Native,1.72,30,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,70,141,145,349,Protesting
Viewer,Native,1.66,27,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,110,225,249,518,Protesting
Viewer,Native,1.69,28,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,161,262,402,597,Protesting
Viewer,Native,1.68,27,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,355,153,407,340,Protesting
Viewer,Native,1.68,24,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,350,230,501,565,Protesting
Viewer,Native,1.73,28,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,476,214,578,544,Protesting
Viewer,White,1.70,36,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,566,221,653,565,Protesting
Viewer,White,1.67,45,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,Text,Moving,611,236,839,639,Protesting
Viewer,White,1.72,46,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,706,179,792,488,Protesting
Viewer,White,1.70,50,M,Face mask,Coat,Joggers,Sneakers,None,No,No,Text,Moving,811,188,863,490,Protesting
Viewer,White,1.70,21,M,Face mask,Coat,Joggers,Sneakers,None,No,No,None,Moving,874,195,971,530,Protesting
Viewer,Native,1.72,26,F,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Moving,952,258,1092,534,Protesting
Viewer,Native,1.73,29,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,1093,210,1198,536,Protesting
Viewer,White,1.68,24,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,1210,197,1270,519,Protesting
Viewer,White,1.71,26,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Moving,926,373,1087,625,Protesting
Viewer,White,1.78,21,F,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,983,331,1261,691,Protesting
Viewer,Native,1.73,24,F,Face mask,Sweater,Joggers,N.I,None,No,No,Text,Standing,155,13,518,688,Protesting
Viewer,Native,1.65,25,F,Face mask,Sweater,N.I,N.I,None,No,No,Text,Standing,555,270,694,697,Protesting
Viewer,Native,1.71,27,M,Face mask,Sweater,Joggers,N.I,None,No,No,None,Standing,681,230,774,604,Protesting
Viewer,Native,1.70,28,F,Cap|face mask,T-shirt|backpack,Jeans,N.I,None,No,No,Text,Standing,778,40,1109,695,Protesting
Viewer,Native,1.80,32,M,Cap|face mask,T-shirt|backpack,Jeans,N.I,None,No,No,None,Standing,1106,88,1262,647,Protesting
Viewer,Native,1.68,28,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Standing,119,280,211,586,Protesting
Viewer,Black,1.67,36,M,Cap|face mask,T-shirt,Jeans,N.I,None,No,No,Images and Text,Standing,294,127,632,677,Protesting
Viewer,Black,1.66,45,M,Face mask,T-shirt|backpack,Jeans,N.I,None,No,No,None,Standing,635,352,692,547,Protesting
Viewer,Black,1.68,46,M,Face mask,T-shirt|backpack,Jeans,N.I,None,No,No,None,Standing,679,332,767,571,Protesting
Viewer,Native,1.70,35,M,Face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Standing,757,319,897,595,Protesting
Viewer,White,1.70,21,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Standing,967,339,1083,613,Protesting
Viewer,White,1.73,22,M,Face mask,Sweater,Joggers,N.I,None,No,No,None,Standing,1059,296,1149,490,Protesting
Viewer,Native,1.72,26,F,Face shield|face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,1152,249,1271,590,Protesting
Law Officer,N.I,1.73,36,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,324,143,368,356,Guarding
Law Officer,N.I,1.68,30,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,378,119,455,377,Guarding
Law Officer,N.I,1.71,31,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,449,109,532,396,Guarding
Law Officer,N.I,1.78,28,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,540,103,645,406,Guarding
Law Officer,N.I,1.74,37,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,663,112,729,335,Guarding
Law Officer,N.I,1.65,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,741,88,828,338,Guarding
Law Officer,N.I,1.71,38,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,842,109,944,374,Guarding
Law Officer,N.I,1.70,36,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,933,122,1001,365,Guarding
Law Officer,N.I,1.78,45,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,997,110,1075,314,Guarding
Law Officer,N.I,1.78,46,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,1120,78,1249,413,Guarding
Victim,Native,1.75,28,M,None,T-shirt,Shorts,Sneakers,None,Yes,No,None,Crawling,245,280,733,474,Idle
Viewer,Native,1.73,29,M,Helmet|face mask,T-shirt|backpack,Jeans,Sneakers,None,No,No,None,Crawling,370,225,498,621,Idle
Viewer,Black,1.70,23,M,Cap|face mask,Shirt,Pants,Sneakers,None,No,No,None,Crawling,416,232,632,664,Idle
Victim,Native,1.68,31,M,Cap|face mask,T-shirt,Shorts,Sneakers,None,Yes,No,None,Crawling,587,354,749,657,Idle
Viewer,White,1.72,27,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crawling,696,127,872,667,Idle
Law Officer,N.I,1.71,33,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,670,236,728,523,Shooting
Law Officer,N.I,1.70,35,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,753,201,832,500,Shooting
Law Officer,N.I,1.73,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,806,186,903,522,Shooting
Aggressor,N.I,1.79,38,M,None,T-shirt,Pants,Sneakers,None,No,Other,None,Moving,265,325,346,426,Fighting
